,Meterage,Rooms,Parkings,Storage rooms,Elevator,Year,Price
51,60,1,True,True,True,7,6350000000
52,60,1,True,True,True,7,6300000000
53,123,3,True,True,True,19,10950000000
54,79,3,True,True,True,11,10600000000
55,76,2,True,True,True,12,6900000000
56,80,3,True,True,True,1,11200000000
57,57,1,True,True,False,19,5000000000
58,120,2,True,True,True,7,12000000000
59,47,1,True,True,True,7,4500000000
60,52,1,True,True,True,13,5000000000
61,125,3,True,True,True,21,11000000000
62,85,2,True,True,False,21,7450000000
63,60,1,True,True,True,10,6900000000
64,65,1,True,True,True,15,6200000000
65,67,1,True,True,True,15,6900000000
66,86,2,True,True,False,17,7100000000
67,86,2,True,True,True,17,7400000000
68,80,2,True,True,True,17,7480000000
69,74,2,True,True,True,18,7200000000
70,67,2,True,True,False,18,6650000000
71,71,2,True,True,False,20,5700000000
72,110,2,True,True,True,18,9500000000
73,105,2,True,True,True,8,9800000000
74,68,1,True,True,True,15,6800000000
75,68,1,True,True,True,13,6500000000
76,85,2,True,True,True,7,8150000000
77,62,1,True,True,True,17,6000000000
78,78,2,True,True,True,8,7700000000
79,95,2,True,True,True,10,8450000000
80,90,2,True,True,True,17,8200000000
81,58,1,False,True,False,12,5400000000
82,60,1,True,True,False,20,6300000000
83,60,1,False,True,True,23,5700000000
84,65,2,False,True,False,20,4800000000
85,70,1,True,True,False,21,6500000000
86,70,1,True,True,True,15,6800000000
87,50,1,True,True,True,14,6200000000
88,52,1,True,True,False,17,4900000000
89,60,1,True,True,True,18,6000000000
90,105,2,True,True,True,2,15250000000
91,80,2,True,True,True,15,9500000000
92,95,2,True,True,True,8,9600000000
93,73,2,True,True,True,17,7350000000
94,55,1,True,True,True,17,6250000000
95,77,2,True,True,True,16,7300000000
96,80,2,True,True,True,1,7700000000
97,73,2,True,True,True,3,10900000000
98,80,2,True,True,True,16,7200000000
99,86,2,True,True,True,17,7390000000
100,75,2,True,True,True,15,6100000000
101,76,2,True,True,True,12,6900000000
102,83,2,True,True,True,16,7500000000
103,76,2,True,True,True,12,6990000000
104,67,1,True,True,True,19,6650000000
105,75,2,True,True,True,20,5400000000
106,75,2,True,True,True,17,7100000000
107,75,2,True,True,True,18,7100000000
108,60,1,True,True,True,17,6600000000
109,56,1,True,True,True,18,5800000000
110,56,1,True,True,True,10,7000000000
111,67,2,True,True,True,7,6500000000
112,89,2,True,True,True,15,9800000000
113,85,2,True,True,True,17,7485000000
114,86,2,True,True,True,16,7400000000
115,63,2,True,True,True,18,6000000000
116,85,2,True,True,True,19,6200000000
117,88,2,True,True,False,19,8200000000
118,88,2,True,True,True,10,9300000000
119,80,2,True,True,True,19,7700000000
120,80,2,True,True,True,16,7198000000
121,85,2,True,True,True,16,7450000000
122,62,1,True,True,True,16,6350000000
123,86,2,True,True,True,13,10700000000
124,84,2,True,True,True,6,9500000000
125,75,2,True,True,True,10,6700000000
126,106,2,True,True,True,6,10600000000
127,106,2,True,True,True,5,10600000000
128,94,2,True,True,True,18,7800000000
129,85,2,True,True,False,19,7250000000
130,59,2,True,True,True,12,6550000000
131,59,2,True,True,True,12,6500000000
132,48,1,True,True,True,18,6000000000
133,65,2,True,True,True,5,2690000000
134,74,2,True,True,True,12,6209000000
135,62,2,True,True,True,6,6500000000
136,77,2,True,True,True,7,10100000000
137,84,2,True,True,True,15,8500000000
138,80,2,True,True,True,21,7800000000
139,75,2,True,True,True,15,6100000000
140,75,2,True,True,True,16,6100000000
141,75,2,True,True,True,14,6350000000
142,70,2,True,True,True,14,6200000000
143,55,1,True,True,True,2,7100000000
144,80,2,True,True,False,17,7600000000
145,92,2,True,True,False,23,7500000000
146,76,2,True,True,False,17,6100000000
147,85,2,True,True,True,21,6500000000
148,80,2,True,True,True,15,8400000000
149,75,2,True,True,True,15,6100000000
150,100,2,True,True,True,4,11800000000
151,78,2,True,True,True,18,7990000000
152,55,1,True,True,True,13,5500000000
153,58,1,False,True,False,17,5100000000
154,50,1,True,True,False,17,4850000000
155,58,1,True,True,True,3,4500000000
156,66,2,True,True,True,17,6950000000
157,52,1,True,True,False,18,4700000000
158,75,2,True,True,True,18,7900000000
159,80,2,True,True,True,20,7600000000
160,65,1,True,True,True,12,6230000000
161,62,1,True,True,True,7,6130000000
162,82,2,True,True,True,8,8900000000
163,80,2,True,True,True,1,10800000000
164,80,2,True,True,True,10,10300000000
165,110,3,True,True,True,11,12500000000
166,130,3,True,True,True,8,14000000000
167,66,1,True,True,True,11,7700000000
168,83,2,True,True,True,1,11050000000
169,88,2,True,True,True,12,9800000000
170,93,2,True,True,True,1,13500000000
171,140,3,True,True,True,11,16000000000
172,65,1,True,True,True,7,6200000000
173,62,1,True,True,True,15,5850000000
174,61,1,True,True,True,12,6500000000
175,51,1,True,True,True,13,5600000000
176,105,2,True,True,True,7,9600000000
177,70,2,True,True,True,10,6750000000
178,65,2,True,True,True,16,6400000000
179,68,2,True,True,True,111,7550000000
180,62,1,True,True,True,11,6500000000
181,62,1,True,True,True,9,6550000000
182,53,1,True,True,True,9,5900000000
183,57,1,False,True,True,10,6400000000
184,59,1,True,True,True,13,6300000000
185,62,1,True,True,True,8,6600000000
186,70,2,True,True,True,1,7000000000
187,76,2,True,True,True,5,10000000000
188,75,2,True,True,True,12,8300000000
189,55,1,True,True,True,10,5500000000
190,76,2,True,True,True,4,10200000000
191,80,2,True,True,True,13,9500000000
192,70,2,True,True,False,21,7100000000
193,73,2,True,True,True,18,6980000000
194,75,2,True,True,True,15,6300000000
195,75,2,True,True,False,14,6280000000
196,68,2,True,True,True,14,6650000000
197,130,3,True,True,True,19,15500000000
198,120,3,True,True,True,1,16800000000
199,74,2,True,True,True,16,5700000000
200,61,1,True,True,True,3,6990000000
201,65,2,True,True,True,17,6800000000
202,78,2,True,True,True,17,5720000000
203,73,2,True,True,True,18,5700000000
204,62,2,True,True,True,13,5120000000
205,72,2,True,True,True,19,5850000000
206,46,1,True,True,True,22,4755000000
207,77,2,True,True,True,20,6200000000
208,45,1,True,True,True,10,4650000000
209,68,2,True,True,True,14,5050000000
210,76,2,True,True,True,17,6100000000
211,60,1,True,True,True,18,6000000000
212,85,2,True,True,True,17,7000000000
213,75,2,True,True,True,16,5852000000
214,120,3,True,True,True,15,12900000000
215,140,3,True,True,True,11,16400000000
216,69,1,True,True,True,13,6550000000
217,61,1,True,True,True,2,5950000000
218,62,1,True,True,True,8,6050000000
219,65,1,True,True,True,2,6250000000
220,61,1,True,True,True,7,6500000000
221,61,1,True,True,True,8,6100000000
222,67,1,True,True,True,15,6850000000
223,48,1,True,True,True,17,6400000000
224,76,2,True,True,True,18,6900000000
225,77,2,True,True,True,17,7650000000
226,86,2,True,True,False,18,7650000000
227,68,2,True,True,True,17,6400000000
228,73,2,True,True,True,17,6650000000
229,88,2,True,True,True,17,7400000000
230,75,1,True,True,True,1,7500000000
231,67,2,True,True,True,14,6600000000
232,72,2,True,True,False,23,6490000000
233,69,2,True,True,True,16,6700000000
234,75,2,True,True,True,12,6300000000
235,62,2,True,True,False,21,5900000000
236,63,2,True,True,True,18,6500000000
237,83,2,True,True,True,17,6400000000
238,77,2,True,True,True,19,6200000000
239,92,2,True,True,True,9,7000000000
240,78,2,True,True,True,8,6700000000
241,60,2,True,True,True,6,4500000000
242,109,2,True,True,True,6,9000000000
243,89,2,True,True,True,10,7800000000
244,86,2,True,True,True,15,7600000000
245,56,1,True,True,True,8,7000000000
246,132,3,True,True,True,2,17000000000
247,62,1,True,True,True,18,6100000000
248,65,2,False,True,False,23,4750000000
249,88,2,True,True,True,9,8800000000
250,75,2,True,True,True,11,7800000000
251,58,1,True,True,True,18,6550000000
252,72,2,True,True,True,17,7150000000
253,55,1,True,True,True,8,6750000000
254,63,2,True,True,True,19,7950000000
255,69,1,True,True,False,21,7200000000
256,78,2,True,True,True,12,7500000000
257,82,2,True,True,True,18,7400000000
258,87,2,True,True,True,18,7300000000
259,75,2,True,True,True,13,7300000000
260,87,2,True,True,True,18,9900000000
261,72,2,True,True,True,77,5590000000
262,58,2,True,True,True,21,6000000000
263,82,2,True,True,True,23,8100000000
264,82,2,True,True,False,21,5850000000
265,72,2,True,True,True,20,7200000000
266,66,2,False,True,False,21,6200000000
267,66,2,True,True,True,91,6050000000
268,73,2,True,True,True,18,7100000000
269,70,2,True,True,True,19,6450000000
270,75,2,True,True,True,17,6500000000
271,70,2,True,True,True,19,7200000000
272,87,2,True,True,True,15,8100000000
273,62,1,True,True,False,21,7000000000
274,85,2,True,True,True,15,9800000000
275,61,1,True,True,True,19,6200000000
276,80,2,True,True,True,11,7200000000
277,100,2,True,True,False,19,7900000000
278,108,2,True,True,True,20,9700000000
279,54,1,True,True,True,1,6500000000
280,76,2,True,True,True,13,6990000000
281,81,2,True,True,True,10,7700000000
282,70,2,True,True,False,20,7000000000
283,83,2,True,True,True,18,7400000000
284,79,2,True,True,True,20,7300000000
285,80,2,True,True,True,12,9000000000
286,60,1,True,True,True,15,6500000000
287,105,2,True,True,True,6,11700000000
288,60,1,True,True,True,13,6900000000
289,68,1,True,True,True,17,6650000000
290,130,3,True,True,True,9,12000000000
291,135,3,True,True,True,15,12200000000
292,75,2,True,True,False,17,6350000000
293,72,2,True,True,False,18,6000000000
294,60,1,True,True,True,8,5900000000
295,75,2,True,True,True,18,6100000000
296,95,2,True,True,True,1,12800000000
297,71,2,True,True,True,4,5200000000
298,75,2,True,True,True,18,5500000000
299,52,1,True,True,True,8,5200000000
300,76,2,True,True,True,12,6990000000
301,100,2,True,True,True,9,11700000000
302,96,2,True,True,True,3,10000000000
303,85,2,True,True,True,13,8100000000
304,100,2,True,True,True,3,10300000000
305,108,2,True,True,True,6,12350000000
306,104,2,True,True,True,8,10300000000
307,110,2,True,True,True,2,11650000000
308,108,2,True,True,True,3,12250000000
309,58,1,True,True,True,11,6000000000
310,76,2,True,True,True,13,6990000000
311,75,2,True,True,False,13,6350000000
312,75,2,True,True,False,14,6300000000
313,72,2,True,True,False,21,5800000000
314,90,2,True,True,True,5,10330000000
315,85,2,True,True,False,21,6350000000
316,85,2,True,True,False,20,6500000000
317,76,2,True,True,True,12,7000000000
318,80,2,True,True,True,8,10250000000
319,85,2,True,True,True,6,8950000000
320,130,3,True,True,True,9,12500000000
321,76,2,True,True,True,10,7000000000
322,105,2,True,True,True,1,11500000000
323,77,2,True,True,True,13,6950000000
324,68,2,True,True,False,18,6700000000
325,80,2,True,True,False,17,7450000000
326,70,2,True,True,True,18,6500000000
327,68,2,True,True,False,18,6600000000
328,77,2,True,True,True,13,6950000000
329,77,1,True,True,True,16,6300000000
330,88,2,True,True,True,15,7600000000
331,51,1,True,True,False,18,4750000000
332,105,2,True,True,True,5,10000000000
333,80,2,True,True,True,11,9980000000
334,70,2,True,True,True,5,9300000000
335,77,2,True,True,True,6,10400000000
336,75,2,True,True,True,10,8100000000
337,74,2,True,True,True,2,7200000000
338,36,1,True,True,True,17,5130000000
339,59,1,True,True,True,10,6500000000
340,107,2,True,True,True,1,5350000000
341,100,2,True,True,True,3,12600000000
342,113,3,True,True,True,8,12880000000
343,76,2,True,True,True,13,7000000000
344,80,2,True,True,True,11,7000000000
345,77,2,True,True,True,13,6000000000
346,68,2,True,True,False,22,6850000000
347,88,2,True,True,False,18,7550000000
348,60,2,True,True,False,23,5600000000
349,90,2,True,True,True,21,7650000000
350,88,2,True,True,True,19,7500000000
351,77,2,True,True,True,22,7100000000
352,72,2,True,True,True,18,6700000000
353,90,2,True,True,False,23,7500000000
354,120,2,True,True,True,6,12500000000
355,76,1,True,True,True,1,11700000000
356,86,2,True,True,True,9,6000000000
357,89,2,True,True,True,13,7800000000
358,109,2,True,True,True,11,9000000000
359,60,2,True,True,True,13,5000000000
360,87,2,True,True,True,10,6500000000
361,84,2,True,True,True,10,7600000000
362,65,2,True,True,True,19,6900000000
363,66,2,True,True,True,18,6900000000
364,60,2,True,True,False,23,5700000000
365,92,2,True,True,True,10,7800000000
366,76,2,True,True,True,10,7000000000
367,76,2,True,True,True,12,7000000000
368,76,2,True,True,True,13,7000000000
369,80,2,True,True,True,10,6700000000
370,87,2,True,True,True,8,6700000000
371,85,2,True,True,True,14,7500000000
372,76,2,True,True,True,17,5900000000
373,70,2,True,True,True,18,7100000000
374,88,2,True,True,True,16,7250000000
375,86,2,True,True,True,16,8950000000
376,90,2,True,True,True,15,9150000000
377,62,1,True,True,True,17,6750000000
378,78,2,True,True,True,11,9000000000
379,70,2,True,True,True,6,9000000000
380,101,2,True,True,True,1,13800000000
381,89,2,True,True,True,15,9700000000
382,70,2,True,True,True,8,8350000000
383,106,2,True,True,True,1,17000000000
384,89,2,True,True,True,13,8600000000
385,67,1,True,True,True,17,6500000000
386,55,1,True,True,True,18,4750000000
387,55,1,True,True,True,16,5358000000
388,55,1,True,True,True,6,5780000000
389,72,2,True,True,True,18,8320000000
390,115,3,True,True,True,10,9670000000
391,100,2,True,True,True,8,10000000000
392,95,2,True,True,True,3,12000000000
393,55,1,True,True,True,5,6200000000
394,100,2,True,True,True,8,9900000000
395,88,2,True,True,True,8,6750000000
396,90,2,True,True,True,20,7980000000
397,64,2,True,True,True,19,4850000000
398,105,2,True,True,True,7,10000000000
399,48,1,True,True,True,15,6050000000
400,115,2,True,True,True,1,17250000000
401,115,2,True,True,True,17,11600000000
402,62,2,True,True,False,19,4200000000
403,115,2,True,True,True,1,16500000000
404,51,1,True,True,True,1,7250000000
405,80,2,True,True,True,10,9100000000
406,81,2,True,True,True,1,11750000000
407,65,1,True,True,True,17,6600000000
408,98,2,True,True,True,10,11000000000
409,80,2,True,True,True,9,9000000000
410,120,3,True,True,True,17,11000000000
411,77,2,True,True,True,12,6890000000
412,70,2,True,True,True,9,7700000000
413,73,2,True,True,True,19,5222000000
414,82,1,True,True,True,15,7700000000
415,85,2,True,True,True,11,9450000000
416,91,2,True,True,True,1,13195000000
417,85,2,True,True,True,18,6350000000
418,73,2,True,True,True,15,8380000000
419,62,2,True,False,True,21,6500000000
420,85,2,True,True,False,18,8200000000
421,85,2,True,True,True,20,6400000000
422,83,2,True,True,True,92,7700000000
423,72,2,True,True,True,16,6800000000
424,72,2,True,True,True,21,6950000000
425,73,2,True,True,True,19,7200000000
426,58,1,True,True,True,1,7300000000
427,60,1,True,True,True,8,6500000000
428,63,2,True,True,False,21,6200000000
429,85,1,True,True,True,5,7500000000
430,98,2,True,True,True,9,11300000000
431,72,2,True,True,True,7,6950000000
432,95,2,True,True,False,20,9200000000
433,107,2,True,True,True,9,10700000000
434,135,3,True,True,True,12,14100000000
435,76,2,True,True,True,10,7000000000
436,75,2,True,True,False,21,6700000000
437,65,2,True,True,True,18,7800000000
438,65,2,True,True,True,8,6000000000
439,60,1,True,True,True,4,7550000000
440,100,2,True,True,True,16,9000000000
441,75,2,True,True,False,19,6100000000
442,109,2,True,True,True,11,10000000000
443,82,2,True,True,True,13,8900000000
444,110,2,True,True,True,13,10000000000
445,65,1,True,True,True,7,6450000000
446,66,2,True,True,False,14,5900000000
447,100,2,True,True,True,1,13000000000
448,80,2,True,True,True,6,7000000000
449,60,2,True,True,True,8,6000000000
450,67,2,True,True,False,22,6700000000
451,73,2,True,True,True,22,7600000000
452,87,2,True,True,False,21,7650000000
453,75,2,True,True,True,22,6650000000
454,77,2,True,True,True,22,6900000000
455,63,2,True,True,False,16,5300000000
456,101,2,True,True,True,9,8200000000
457,53,1,True,True,False,26,4700000000
458,98,2,True,True,True,22,7600000000
459,63,1,False,False,False,25,4350000000
460,62,1,False,False,False,22,4300000000
461,90,2,True,True,True,7,8450000000
462,90,2,True,True,True,13,9000000000
463,55,1,True,True,True,6,6450000000
464,55,1,True,True,True,15,6800000000
465,57,1,True,True,True,15,5400000000
466,53,2,True,True,True,10,4800000000
467,52,1,True,True,True,13,4950000000
468,52,1,True,True,True,16,4750000000
469,52,1,True,True,True,13,5100000000
470,52,1,True,True,True,13,4750000000
471,79,2,True,True,True,15,7550000000
472,82,2,True,True,True,4,8180000000
473,54,1,True,True,True,23,4630000000
474,119,2,True,True,True,7,12000000000
475,72,2,True,True,True,1,12300000000
476,76,2,True,True,True,18,6950000000
477,76,2,True,True,False,17,7650000000
478,80,2,True,True,True,19,7400000000
479,118,2,True,True,True,9,13600000000
480,66,1,True,True,True,9,8000000000
481,90,2,True,True,True,20,7900000000
482,115,2,True,True,True,8,11900000000
483,86,2,True,True,True,8,10300000000
484,70,2,True,True,True,4,8500000000
485,66,2,True,True,True,16,7200000000
486,86,2,True,True,True,18,7200000000
487,132,3,True,True,True,1,12000000000
488,69,2,True,True,False,18,6500000000
489,50,1,True,True,True,5,5500000000
490,62,2,True,True,True,6,6600000000
491,71,2,True,True,True,3,8250000000
492,63,1,True,True,True,17,6150000000
493,86,2,True,True,True,14,7900000000
494,48,1,True,True,True,19,5700000000
495,84,2,True,True,False,20,5900000000
496,64,1,True,True,True,19,5880000000
497,57,2,True,True,False,19,5650000000
498,65,2,True,True,True,18,5900000000
499,71,2,True,True,True,18,5997500000
500,100,2,True,True,True,8,11500000000
501,70,2,True,True,True,11,7000000000
502,84,2,True,True,True,21,7500000000
503,85,2,True,True,True,8,9550000000
504,130,3,True,True,True,13,12700000000
505,71,2,True,True,True,5,9180000000
506,70,2,True,True,True,15,7600000000
507,55,1,True,True,True,13,6200000000
508,63,2,True,True,True,19,5980000000
509,56,1,True,True,True,6,6700000000
510,75,2,True,True,False,20,5830000000
511,70,2,True,True,True,20,5800000000
512,75,2,True,True,True,3,6900000000
513,67,2,True,True,True,6,8500000000
514,61,1,True,True,True,19,6100000000
515,87,2,False,True,False,18,5900000000
516,66,2,True,True,False,19,5900000000
517,78,2,True,True,True,19,6100000000
518,72,2,True,True,True,19,5985000000
519,49,1,True,True,True,16,6150000000
520,130,3,True,True,True,9,12500000000
521,118,2,True,True,True,6,12500000000
522,51,1,True,True,True,5,5100000000
523,66,2,True,True,True,18,6500000000
524,65,1,True,True,True,7,6500000000
525,75,2,True,True,True,10,6400000000
526,85,2,True,True,True,10,7000000000
527,85,2,True,True,True,7,10150000000
528,80,2,True,True,True,11,8500000000
529,95,2,True,True,True,20,7650000000
530,139,3,True,True,True,13,14000000000
531,105,3,True,True,True,15,9950000000
532,89,2,True,True,True,12,8000000000
533,92,2,True,True,True,8,9000000000
534,86,2,True,True,True,15,7100000000
535,60,2,True,True,True,18,5700000000
536,70,2,True,True,False,19,6500000000
537,105,2,True,True,True,17,9000000000
538,69,2,True,True,True,17,7600000000
539,130,2,True,True,True,93,12200000000
540,54,1,False,True,False,16,5000000000
541,88,2,True,True,True,10,8600000000
542,96,2,True,True,True,19,8200000000
543,75,2,True,True,True,1,10500000000
544,94,2,True,True,True,1,8000000000
545,48,1,True,True,True,18,6000000000
546,80,2,True,True,True,18,6900000000
547,85,2,True,True,False,18,7700000000
548,86,2,True,True,True,18,8600000000
549,104,2,True,True,True,8,10900000000
550,100,2,True,True,True,3,12450000000
551,86,2,True,True,True,3,9450000000
552,94,2,True,True,True,8,11100000000
553,76,2,True,True,True,5,8500000000
554,86,2,True,True,False,21,7650000000
555,90,2,True,True,False,20,7650000000
556,110,2,True,True,True,4,12900000000
557,79,2,True,True,True,22,7500000000
558,88,2,True,True,False,21,7650000000
559,68,2,True,True,True,22,6680000000
560,86,2,True,True,True,4,9400000000
561,90,5,True,True,True,4,10500000000
562,71,2,True,True,True,2,7300000000
563,55,1,True,True,True,9,5950000000
564,82,2,True,True,True,7,9500000000
565,80,2,True,True,True,6,9500000000
566,73,2,True,True,False,19,5750000000
567,77,2,True,True,False,20,6200000000
568,85,2,True,True,True,1,11475000000
569,59,1,True,True,True,19,5700000000
570,62,2,True,True,True,19,5800000000
571,62,2,True,True,True,15,5800000000
572,60,1,True,True,True,6,6800000000
573,79,2,True,True,True,10,7550000000
574,100,2,True,True,True,10,10500000000
575,95,2,True,True,True,9,9000000000
576,82,2,True,True,True,10,8000000000
577,79,2,True,True,True,12,7000000000
578,65,2,True,True,True,14,6250000000
579,76,2,True,True,True,16,7340000000
580,76,2,True,True,False,16,6900000000
581,83,2,True,True,True,15,7155000000
582,58,2,True,True,True,8,5500000000
583,54,1,True,True,True,23,5120000000
584,136,3,True,True,True,17,11800000000
585,68,2,True,True,True,9,6500000000
586,85,2,True,True,True,14,9350000000
587,92,2,True,True,True,13,10000000000
588,76,2,True,True,False,14,6250000000
589,57,1,True,True,True,85,4900000000
590,65,2,True,True,True,13,6000000000
591,62,2,True,True,True,22,5300000000
592,84,2,True,True,True,19,7400000000
593,83,2,True,True,True,10,9000000000
594,101,2,True,True,True,5,11500000000
595,55,1,True,True,True,8,5500000000
596,66,2,True,True,True,11,6600000000
597,52,2,True,True,False,20,5500000000
598,52,2,True,True,False,19,5400000000
599,62,1,True,True,True,1,8600000000
600,65,1,True,True,True,9,7800000000
601,117,2,True,True,True,1,14100000000
602,77,2,True,True,True,17,9200000000
603,88,2,True,True,True,15,9000000000
604,271,5,True,True,False,27,53400000000
605,62,2,False,True,False,12,1350000000
606,72,2,True,True,False,21,7650000000
607,60,1,True,True,True,8,6500000000
608,68,1,False,True,True,20,6500000000
609,168,3,True,True,True,1,25800000000
610,61,1,True,True,True,10,6900000000
611,73,2,True,True,True,11,7800000000
612,85,2,True,True,False,17,7100000000
613,58,1,True,True,True,2,6500000000
614,59,1,True,True,True,8,6500000000
615,60,1,True,True,True,14,5850000000
616,104,2,True,True,True,15,9750000000
617,65,2,True,True,True,18,6000000000
618,55,1,True,True,True,11,5700000000
619,60,1,True,True,True,17,6600000000
620,75,2,True,True,False,19,6100000000
621,82,2,True,True,False,21,5900000000
622,75,2,True,True,True,1,12500000000
623,70,2,True,True,True,13,7000000000
624,55,2,True,True,True,21,6000000000
625,53,1,True,True,True,13,7100000000
626,72,2,True,True,True,21,7600000000
627,90,2,True,True,False,20,6850000000
628,78,2,True,True,True,13,8100000000
629,85,2,True,True,True,23,6100000000
630,75,2,True,True,False,14,6300000000
631,61,1,True,True,True,18,5700000000
632,69,2,True,True,True,16,6200000000
633,70,1,True,True,True,16,6100000000
634,66,2,True,True,True,21,6600000000
635,82,2,True,True,True,10,8900000000
636,70,2,True,True,True,11,8500000000
637,93,2,True,True,True,14,7800000000
638,95,2,True,True,False,15,6800000000
639,60,1,True,True,True,18,6700000000
640,74,2,True,True,True,18,7100000000
641,75,2,True,True,False,18,6350000000
642,88,2,True,True,True,16,7400000000
643,75,2,True,True,True,16,6000000000
644,56,1,True,True,True,7,6500000000
645,54,1,True,True,False,22,5150000000
646,60,1,True,True,True,19,5650000000
647,90,2,True,True,True,21,9400000000
648,65,2,True,True,False,19,5900000000
649,72,2,True,True,False,19,5999000000
650,76,2,True,True,True,12,6950000000
651,73,2,True,True,False,18,7300000000
652,58,1,True,True,True,18,6600000000
653,75,1,True,True,True,14,6990000000
654,60,1,True,True,True,1,9200000000
655,60,1,True,True,True,1,8500000000
656,65,1,True,True,True,14,6900000000
657,110,2,True,True,True,19,10500000000
658,73,2,True,True,True,15,6600000000
659,87,2,True,True,True,105,9200000000
660,91,2,True,True,True,18,8600000000
661,78,2,True,True,True,19,7100000000
662,82,2,True,True,True,19,7620000000
663,75,2,True,True,True,16,6900000000
664,61,1,True,True,True,19,5600000000
665,55,2,True,True,True,17,5900000000
666,69,2,True,True,True,21,5780000000
667,85,2,True,True,False,21,8350000000
668,75,2,True,True,True,18,6800000000
669,68,2,True,True,True,18,7300000000
670,280,2,True,True,False,23,8500000000
671,72,2,True,True,True,21,6800000000
672,72,2,True,True,True,19,6800000000
673,72,2,True,True,True,20,6800000000
674,73,2,True,True,True,16,6800000000
675,80,2,True,True,True,16,7200000000
676,73,2,True,True,True,20,5995000000
677,60,2,True,True,True,6,6960000000
678,72,2,True,True,True,16,6800000000
679,80,2,True,True,True,9,6500000000
680,85,2,True,True,True,13,9450000000
681,64,2,True,True,True,18,5900000000
682,92,2,True,True,True,1,13900000000
683,62,2,True,True,True,15,6700000000
684,58,1,True,True,True,13,6400000000
685,55,1,True,True,True,15,6300000000
686,58,1,True,True,False,14,6200000000
687,69,2,False,True,True,19,5800000000
688,57,1,True,True,True,1,9100000000
689,76,2,True,True,True,14,7100000000
690,76,2,True,True,True,11,6950000000
691,69,2,True,True,True,19,7200000000
692,50,1,True,True,True,14,5800000000
693,95,2,True,True,False,19,9100000000
694,132,3,True,True,True,12,13500000000
695,70,2,True,True,False,19,5998000000
696,130,3,True,True,True,11,12500000000
697,55,1,True,True,True,14,6350000000
698,132,3,True,True,True,1,13500000000
699,79,2,False,True,False,20,5900000000
700,77,2,True,True,False,18,5998200000
701,83,2,True,True,False,18,5998000000
702,132,3,True,True,True,11,12500000000
703,72,1,True,True,True,13,7350000000
704,63,1,True,True,True,10,6400000000
705,62,1,True,True,True,10,6200000000
706,64,1,True,True,True,3,6600000000
707,60,2,True,True,True,12,6550000000
708,83,2,True,True,True,19,6800000000
709,72,2,True,True,False,18,7300000000
710,196,3,True,True,True,13,22900000000
711,59,2,True,True,True,11,6600000000
712,100,2,True,True,True,3,14000000000
713,75,1,True,True,True,1,10500000000
714,82,2,True,True,True,1,11000000000
715,70,2,True,True,True,13,7250000000
716,65,2,True,True,True,1,8990000000
717,68,2,True,False,True,1,8400000000
718,77,1,True,False,True,1,9200000000
719,80,2,True,True,True,18,8350000000
720,118,2,True,True,True,8,10300000000
721,68,2,True,True,True,14,6500000000
722,76,2,True,True,True,13,7000000000
723,76,2,True,True,True,12,6950000000
724,82,2,True,True,False,21,5980000000
725,86,2,True,True,True,16,8400000000
726,83,2,True,True,True,13,8600000000
727,90,2,True,True,True,9,10300000000
728,88,2,True,True,True,19,7000000000
729,91,2,True,True,True,8,9500000000
730,60,1,True,True,False,20,5250000000
731,60,2,True,True,False,20,5800000000
732,77,2,True,True,True,20,7200000000
