,Meterage,Rooms,Parkings,Storage rooms,Elevator,Year,Price
217,127,3,True,True,True,3,28000000000
218,167,3,True,True,True,18,22500000000
219,165,3,True,True,True,1,35000000000
220,90,2,True,True,True,6,14200000000
221,60,1,True,True,True,13,11500000000
222,120,2,True,True,True,2,25000000000
223,85,2,True,True,True,7,13800000000
224,80,2,True,True,True,7,13600000000
225,90,2,True,True,True,7,15800000000
226,66,1,True,True,True,4,14500000000
227,185,3,True,True,True,2,31000000000
228,80,2,True,True,True,17,12150000000
229,150,3,True,True,True,9,28000000000
230,220,3,True,True,True,1,66000000000
231,166,3,True,True,True,1,35000000000
232,150,3,True,True,True,9,30000000000
233,147,3,True,True,True,7,34000000000
234,140,3,True,True,True,3,26000000000
235,72,2,True,True,True,13,11000000000
236,77,2,True,True,True,13,11000000000
237,95,2,True,True,True,1,18000000000
238,100,2,True,True,True,1,18000000000
239,196,3,True,True,True,1,58800000000
240,200,3,True,True,True,2,60000000000
241,180,3,True,True,True,1,31000000000
242,170,3,True,True,True,15,25000000000
243,220,3,True,True,True,1,66000000000
244,166,3,True,True,True,5,25000000000
245,110,2,True,True,True,3,17500000000
246,75,2,True,True,True,18,11500000000
247,160,3,True,True,True,16,23000000000
248,215,3,True,True,True,1,62700000000
249,151,3,True,True,True,1,34500000000
250,135,3,True,True,True,15,19500000000
251,103,2,True,True,True,1,19900000000
252,159,3,True,True,True,1,26860000000
253,193,3,True,True,True,1,34968000000
254,190,3,True,True,True,14,23000000000
255,115,3,True,True,True,18,17700000000
256,116,2,True,True,True,4,16900000000
257,145,3,True,True,True,15,24000000000
258,115,2,True,True,True,5,16700000000
259,115,2,True,True,True,5,16800000000
260,170,3,True,True,True,15,25000000000
261,160,3,True,True,True,3,27000000000
262,55,1,False,True,False,26,5500000000
263,117,2,True,True,True,10,17000000000
264,95,2,True,True,True,23,12500000000
265,150,2,True,True,True,1,20000000000
266,130,3,True,True,True,3,16900000000
267,180,3,True,True,True,15,27000000000
268,155,3,True,True,True,12,28000000000
269,120,3,True,True,True,10,22000000000
270,160,3,True,True,True,15,24000000000
271,105,2,True,True,True,4,18500000000
272,214,3,True,True,True,1,64200000000
273,188,3,True,True,True,1,34968000000
274,114,2,True,True,True,1,20862000000
275,119,2,True,True,True,1,20862000000
276,127,2,True,True,False,18,23000000000
277,85,2,True,True,True,11,12300000000
278,65,1,True,True,True,4,15000000000
279,140,3,True,True,True,15,19500000000
280,195,3,True,True,True,4,39000000000
281,175,3,True,True,True,1,35000000000
282,180,3,True,True,True,1,35000000000
283,156,3,True,True,True,1,34500000000
284,140,3,True,True,True,5,22000000000
285,220,3,True,True,True,9,32000000000
286,160,3,True,True,True,15,21000000000
287,130,2,True,True,True,6,24600000000
288,115,2,True,True,True,18,18500000000
289,175,3,True,True,True,1,46000000000
290,222,3,True,True,True,3,46000000000
291,237,3,True,True,True,1,71100000000
292,222,3,True,True,True,1,66600000000
293,100,2,True,True,True,10,15500000000
294,100,2,True,True,True,9,16550000000
295,100,2,True,True,True,10,17100000000
296,100,2,True,True,True,8,16850000000
297,155,3,True,True,True,15,22500000000
298,200,5,True,True,False,33,64000000000
299,221,3,True,True,True,1,66300000000
300,118,2,True,True,True,23,18000000000
301,154,3,True,True,True,15,25700000000
302,105,2,True,True,True,1,22000000000
303,75,2,True,True,True,1,15000000000
304,103,2,True,True,True,1,18000000000
305,70,1,True,True,True,7,13400000000
306,75,1,True,True,True,11,11000000000
307,110,2,True,True,True,11,16000000000
308,95,2,True,True,True,15,12500000000
309,126,2,True,True,True,3,23000000000
310,114,2,True,True,True,14,15500000000
311,113,2,True,True,True,1,25000000000
312,101,2,True,True,True,13,15100000000
313,113,2,True,True,True,1,25000000000
314,100,2,True,True,True,1,23200000000
315,113,2,True,True,True,1,25000000000
316,110,2,True,True,True,3,19500000000
317,70,1,True,True,True,1,12550000000
318,110,2,True,True,True,1,18000000000
319,100,2,True,True,True,6,14500000000
320,102,2,True,True,True,1,21000000000
321,125,2,True,True,True,11,16000000000
322,125,2,True,True,True,4,21000000000
323,72,1,True,True,True,10,12900000000
324,95,2,True,True,True,1,21000000000
325,130,3,True,True,True,16,18000000000
326,122,2,True,True,True,2,23000000000
327,100,2,True,True,True,4,18000000000
328,80,2,True,True,True,9,13100000000
329,100,2,True,True,True,2,19000000000
330,102,2,True,True,True,3,18000000000
331,100,2,True,True,True,1,18500000000
332,115,2,True,True,True,1,33925000000
333,110,2,True,True,True,1,30000000000
334,170,3,True,True,True,20,27500000000
335,100,2,True,True,True,19,16500000000
336,180,3,True,True,True,23,24000000000
337,500,5,True,True,False,33,182000000000
338,188,3,True,True,True,1,34968000000
339,193,3,True,True,True,1,34968000000
340,750,5,True,True,False,33,274000000000
341,155,3,True,True,True,15,23000000000
342,135,3,True,True,True,6,24000000000
343,120,2,True,True,True,16,17900000000
344,114,2,True,True,True,1,20862000000
345,119,2,True,True,True,1,20862000000
346,235,3,True,True,True,1,70500000000
347,160,3,True,True,True,15,24000000000
348,221,3,True,True,True,1,66300000000
349,197,3,True,True,True,1,59100000000
350,200,3,True,True,True,1,60000000000
351,221,3,True,True,True,1,66300000000
352,236,3,True,True,True,1,70800000000
353,222,3,True,True,True,1,66600000000
354,222,3,True,True,True,1,66600000000
355,191,3,True,True,True,17,32000000000
356,196,3,True,True,True,17,32000000000
357,151,3,True,True,True,1,34500000000
358,156,3,True,True,True,1,34500000000
359,105,2,True,True,True,1,19000000000
360,100,2,True,True,True,1,19000000000
361,175,3,True,True,True,2,35500000000
362,180,3,True,True,True,2,35500000000
363,200,3,True,True,True,1,60000000000
364,160,3,True,True,True,8,25000000000
365,110,2,True,True,True,4,21000000000
366,100,2,True,True,True,5,14900000000
367,196,3,True,True,True,1,58800000000
368,82,2,True,True,True,8,16400000000
369,90,2,True,True,True,19,12800000000
370,75,1,True,True,True,10,11300000000
371,77,4,True,True,True,11,11250000000
372,75,1,True,True,True,13,11400000000
373,75,1,True,True,True,8,11400000000
374,235,3,True,True,True,2,70500000000
375,200,3,True,True,True,1,60000000000
376,219,3,True,True,True,1,65700000000
377,120,3,True,True,True,5,20000000000
378,110,2,True,True,True,13,15500000000
379,78,2,True,True,True,16,12300000000
380,100,2,True,True,True,9,17000000000
381,140,3,True,True,True,2,22000000000
382,75,1,True,True,True,3,11400000000
383,186,3,True,True,True,13,23000000000
384,185,3,True,True,True,13,23000000000
385,184,3,True,True,True,13,23000000000
386,183,3,True,True,True,13,23000000000
387,67,1,True,True,True,4,14300000000
388,181,3,True,True,True,13,23000000000
389,66,1,True,True,True,2,14300000000
390,180,3,True,True,True,14,23000000000
391,65,1,True,True,True,3,14400000000
392,95,2,True,True,True,1,25200000000
393,160,3,True,True,True,16,25000000000
394,70,1,True,True,True,7,13000000000
395,73,1,True,True,True,7,10800000000
396,70,1,True,True,True,5,11800000000
397,70,1,True,True,True,8,10900000000
398,75,1,True,True,True,11,11800000000
399,75,1,True,True,True,8,11500000000
400,70,1,True,True,True,8,13400000000
401,70,1,True,True,True,3,13200000000
402,100,2,True,True,True,18,14000000000
403,110,2,True,True,True,1,20800000000
404,53,1,True,True,True,10,10000000000
405,100,2,True,True,True,21,17000000000
406,78,1,True,True,True,1,14040000000
407,106,2,True,True,True,6,18900000000
408,90,2,True,True,True,8,17000000000
409,70,1,True,True,True,4,13700000000
410,85,2,True,True,True,2,17000000000
411,75,1,True,True,True,11,11500000000
412,70,1,True,True,True,7,13800000000
413,115,2,True,True,True,1,33350000000
414,70,1,True,True,True,5,13200000000
415,105,2,True,True,True,4,18000000000
416,220,3,True,True,True,8,40000000000
417,68,1,True,True,True,5,13000000000
418,95,2,True,True,True,9,18000000000
419,100,2,True,True,True,6,18000000000
420,105,2,True,True,True,1,17800000000
421,100,2,True,True,True,3,17200000000
422,115,2,True,True,False,24,15000000000
423,100,2,True,True,True,7,16500000000
424,155,3,True,True,True,13,23000000000
425,115,2,True,True,True,25,15000000000
426,110,2,True,True,True,12,17600000000
427,150,3,True,True,True,15,22500000000
428,65,1,True,True,True,1,8450000000
429,220,3,True,True,True,1,66000000000
430,120,3,True,True,True,23,13600000000
431,200,3,True,True,True,7,23000000000
432,199,3,True,True,True,10,23000000000
433,198,3,True,True,True,7,23000000000
434,197,3,True,True,True,12,23000000000
435,127,3,True,True,True,18,18000000000
436,196,3,True,True,True,12,23000000000
437,195,3,True,True,True,8,23000000000
438,194,3,True,True,True,10,23000000000
439,193,3,True,True,True,12,23000000000
440,192,3,True,True,True,14,23000000000
441,191,3,True,True,True,6,23000000000
442,190,3,True,True,True,14,23000000000
443,189,3,True,True,True,15,23000000000
444,188,3,True,True,True,11,23000000000
445,187,3,True,True,True,13,23000000000
446,186,3,True,True,True,10,23000000000
447,185,3,True,True,True,11,23000000000
448,130,2,True,True,True,13,17000000000
449,75,1,True,True,True,8,13600000000
450,120,2,True,True,True,17,18000000000
451,75,2,True,True,True,1,16200000000
452,125,2,True,True,True,8,24500000000
453,105,2,True,True,True,1,23000000000
454,150,3,True,True,True,6,36750000000
455,95,2,True,True,True,7,18500000000
456,125,2,True,True,True,8,24500000000
457,70,1,True,True,True,1,12300000000
458,98,2,True,True,True,10,14000000000
459,72,2,True,False,True,8,12400000000
460,110,2,True,True,True,1,18900000000
461,103,2,True,True,True,1,20000000000
462,170,3,True,True,True,5,35000000000
463,145,3,True,True,True,13,18500000000
464,112,2,True,True,True,4,18700000000
465,110,2,True,True,True,11,18000000000
466,80,2,True,True,True,16,12000000000
467,132,3,True,True,True,9,19000000000
468,160,3,True,True,True,12,22500000000
469,95,2,True,True,True,8,18000000000
470,70,1,True,True,True,1,13000000000
471,115,2,True,True,True,1,24000000000
472,70,2,True,True,True,6,11500000000
473,69,1,True,True,True,10,11700000000
474,75,1,True,True,True,9,10000000000
475,68,1,True,True,True,8,11300000000
476,107,2,True,True,True,18,16000000000
477,107,2,False,True,True,6,15000000000
478,105,2,True,True,True,1,31500000000
479,122,2,True,True,True,2,26000000000
480,235,3,True,True,True,1,58000000000
481,200,3,True,True,True,4,40000000000
482,100,2,True,True,True,19,14000000000
483,200,3,True,True,True,4,38500000000
484,155,3,True,True,True,5,30000000000
485,74,1,True,True,True,2,14300000000
486,75,1,True,True,True,3,14200000000
487,236,3,True,True,True,1,70800000000
488,73,1,True,True,True,4,11500000000
489,83,2,True,True,True,9,14000000000
490,83,2,True,True,True,9,19000000000
491,200,3,True,True,True,1,50000000000
492,75,2,True,True,True,21,10200000000
493,110,2,True,True,True,1,17900000000
494,107,2,True,True,True,12,17500000000
495,165,3,True,True,True,13,21500000000
496,125,2,True,True,True,5,21000000000
497,160,3,True,True,True,18,23000000000
498,130,2,True,True,True,6,21900000000
499,225,3,True,True,True,18,33500000000
500,105,2,True,True,True,10,19000000000
501,145,3,True,True,True,5,26000000000
502,200,3,True,True,True,12,40000000000
503,200,3,True,True,True,5,42000000000
504,220,4,True,True,True,6,44000000000
505,120,2,True,True,True,16,14000000000
506,110,2,True,True,True,2,24000000000
507,155,3,True,True,True,18,22000000000
508,155,3,True,True,True,13,23000000000
509,80,2,True,True,True,11,9500000000
510,170,3,True,True,True,1,42500000000
511,126,2,True,True,True,1,26000000000
512,53,1,True,True,True,10,9800000000
513,90,2,True,True,True,18,12600000000
514,225,3,True,True,True,5,41500000000
515,221,3,True,True,True,13,38500000000
516,100,2,True,True,True,1,19000000000
517,102,2,True,True,True,12,13200000000
518,118,2,True,True,True,11,17500000000
519,107,2,True,True,True,18,17500000000
520,107,2,True,True,True,13,16500000000
521,109,2,True,True,True,2,20000000000
522,125,2,True,True,True,18,17000000000
523,150,3,True,True,True,30,22500000000
524,160,3,True,True,True,13,22150000000
525,160,3,True,True,True,1,40000000000
526,140,2,True,True,True,22,20300000000
527,200,3,True,True,True,4,48000000000
528,210,3,True,True,True,2,56500000000
529,105,2,True,True,True,1,27500000000
530,130,2,True,True,True,1,28000000000
531,190,3,True,True,True,1,57000000000
532,110,2,True,True,True,10,19000000000
533,155,4,True,True,True,23,25000000000
534,144,3,True,True,True,13,18500000000
535,70,1,True,True,True,11,13600000000
536,130,2,True,True,True,17,17500000000
537,117,3,True,True,True,14,18500000000
538,125,2,True,True,True,15,17000000000
539,110,2,True,True,True,7,18000000000
540,155,3,True,True,True,15,20000000000
541,80,2,True,True,True,13,15300000000
542,93,2,True,True,True,1,22000000000
543,220,3,True,True,True,18,33500000000
544,125,2,True,True,True,6,21900000000
545,188,3,True,True,True,1,34780000000
546,193,3,True,True,True,1,34780000000
547,114,2,True,True,True,1,20748000000
548,119,2,True,True,True,1,20748000000
549,105,2,True,True,True,1,19000000000
550,100,2,True,True,True,1,19000000000
551,125,2,True,True,True,6,21900000000
552,130,2,True,True,True,6,21900000000
553,83,2,True,True,True,15,12000000000
554,300,5,True,True,True,21,82000000000
555,100,2,True,True,True,5,17800000000
556,130,3,True,True,True,7,18300000000
557,240,3,True,True,True,2,72000000002
558,158,3,True,True,True,1,28000000000
559,150,3,True,True,True,18,20000000000
560,170,3,True,True,True,4,18000000000
561,85,2,True,True,True,9,11000000000
562,140,3,True,True,True,1,15800000000
563,130,3,True,True,True,1,21500000000
564,150,3,True,True,True,1,21500000000
565,200,3,True,True,True,1,30700000000
566,115,2,True,True,True,1,16000000000
567,100,2,True,True,True,5,12500000000
568,256,4,True,True,True,23,28000000000
569,100,2,True,True,True,12,14600000000
570,175,3,True,True,True,17,23125000000
571,168,3,True,True,True,11,27100000000
572,130,2,True,True,True,6,23250000000
573,210,3,True,True,True,18,21850000000
574,177,3,True,True,True,17,23065000000
575,95,2,True,True,True,17,15500000000
576,105,2,True,True,True,1,24000000000
577,135,3,True,True,True,2,24000000000
578,210,3,True,True,True,21,33600000000
579,75,2,True,True,True,5,8500000000
580,80,2,True,True,True,5,8500000000
581,127,3,True,True,True,5,19000000000
582,129,3,True,True,True,5,19000000000
583,125,2,True,True,True,25,18000000000
584,100,2,True,True,True,6,18500000000
585,192,3,True,True,True,17,31000000000
586,197,3,True,True,True,17,31000000000
587,124,2,True,True,True,9,24200000000
588,126,2,True,True,True,7,23700000000
589,100,2,True,True,True,6,17500000000
590,128,2,True,True,True,3,13500000000
591,95,2,True,True,True,3,10000000000
592,130,2,True,True,True,9,19800000000
593,175,3,True,True,True,1,39300000000
594,150,2,True,True,True,5,20200000000
595,120,2,True,True,True,3,19000000000
596,103,2,True,True,True,1,18657000000
597,106,2,True,True,True,3,16700000000
598,116,2,True,True,True,2,20700000000
599,110,2,True,True,True,2,18620000000
600,101,2,True,True,True,4,16800000000
601,122,2,True,True,True,4,18800000000
602,220,3,True,True,True,18,27300000000
603,210,3,True,True,True,23,28980000000
604,81,2,True,True,True,6,15000000000
605,157,3,True,True,True,3,27600000000
606,120,2,True,True,True,4,19000000000
607,192,4,True,True,True,15,40000000000
608,135,3,True,True,True,12,30375000000
609,132,3,True,True,True,4,33000000000
610,180,3,True,True,True,8,28000000000
611,200,3,True,True,True,1,60000000000
612,190,3,True,True,True,8,34000000000
613,118,3,True,True,True,17,20000000000
614,84,2,True,True,True,7,12000000000
615,107,2,True,True,True,17,15600000000
616,45,1,False,True,False,20,5300000000
617,250,3,True,True,True,1,50000000000
618,51,1,False,False,True,17,3300000000
619,142,3,True,False,True,1,31800000000
620,170,3,True,True,True,18,23500000000
621,158,3,True,True,True,8,23000000000
622,107,2,True,True,True,19,17500000000
623,150,3,True,True,True,6,32000000000
624,70,2,True,True,True,5,14500000000
625,180,3,True,True,True,9,32500000000
626,110,2,True,True,True,14,17500000000
627,101,2,True,True,True,4,16800000000
628,180,3,True,True,True,9,33000000000
629,70,1,True,True,True,8,14200000000
630,750,5,True,True,False,30,273000000000
631,77,1,True,True,True,6,14000000000
632,170,3,True,True,True,19,27500000000
633,92,2,True,True,True,1,14600000000
634,84,2,True,True,True,3,12800000000
635,70,1,True,True,True,2,13000000000
636,175,3,True,True,False,23,40000000000
637,95,2,True,True,True,8,23000000000
638,155,4,True,True,False,33,20000000000
639,170,3,True,True,True,1,31000000000
640,105,2,True,True,True,2,21000000000
641,165,3,True,True,True,15,21500000000
642,100,2,True,True,True,6,20000000000
643,120,2,True,True,True,10,18000000000
644,70,2,True,True,True,1,13000000000
645,70,1,True,True,True,8,14200000000
646,74,1,True,True,True,8,14400000000
647,155,3,True,True,True,5,23000000000
648,120,2,True,True,True,10,16000000000
649,72,1,True,True,True,9,14200000000
650,85,2,True,True,True,7,16000000000
651,180,3,True,True,True,19,28300000000
652,110,2,True,True,True,14,17500000000
653,70,1,True,True,True,4,13500000000
654,90,2,True,True,True,5,13800000000
655,153,3,True,True,True,20,22700000000
656,156,3,True,True,True,20,22700000000
657,100,2,True,True,True,1,22000000000
658,102,2,True,True,True,3,21700000000
659,107,2,True,True,True,2,22000000000
660,90,2,True,True,True,7,14000000000
661,80,2,True,True,True,5,14200000000
662,80,2,True,True,True,7,15500000000
663,75,2,True,True,True,8,13700000000
664,70,1,True,True,True,8,14000000000
665,110,2,True,True,True,14,17500000000
666,105,2,True,True,True,1,22000000000
667,75,1,True,True,True,5,13800000000
668,121,3,True,True,True,10,19000000000
669,124,3,True,True,True,7,19000000000
670,122,3,True,True,True,6,19000000000
671,120,3,True,True,True,8,19000000000
672,123,3,True,True,True,9,19000000000
673,90,2,True,True,True,6,14800000000
674,76,1,True,True,True,5,12000000000
675,157,3,True,True,True,20,22700000000
676,110,2,True,True,True,8,19200000000
677,75,2,True,True,True,7,12500000000
678,75,2,True,True,True,8,13500000000
679,80,2,True,True,True,4,15800000000
680,202,3,True,True,True,5,32000000000
681,50,1,True,True,True,13,7500000000
682,155,3,True,True,True,6,25000000000
683,135,2,True,True,True,3,26600000000
684,118,2,True,True,True,3,22800000000
685,199,3,True,True,True,1,35000000000
686,113,2,True,True,True,1,20453000000
687,118,2,True,True,True,1,20453000000
688,238,3,True,True,True,1,70000000000
689,135,3,True,True,True,24,17500000000
690,117,2,True,True,True,6,16000000000
691,120,2,True,True,True,14,16000000000
692,150,3,True,True,True,5,22000000000
693,215,3,True,True,True,15,33000000000
694,220,3,True,True,True,15,33000000000
695,80,2,True,True,True,3,14800000000
696,70,2,True,True,True,6,13200000000
697,95,2,True,True,True,13,18000000000
698,75,1,True,True,True,7,14200000000
699,73,1,True,True,True,8,14300000000
700,154,3,True,True,True,20,22700000000
701,70,1,True,True,True,6,14000000000
702,110,3,True,True,True,13,17000000000
703,155,3,True,True,True,20,22700000000
704,70,1,True,True,True,6,14250000000
705,170,3,True,True,True,1,37000000000
706,158,3,True,True,True,6,35000000000
707,78,2,True,True,True,4,13800000000
708,103,3,True,True,True,1,25750000000
709,113,2,True,True,True,1,28350000000
710,200,3,True,True,True,1,42000000000
711,155,3,True,True,True,12,24000000000
712,113,2,True,True,True,1,20679000000
713,226,3,True,True,True,1,49000000000
714,118,2,True,True,True,1,20000000000
715,145,3,True,True,True,6,23500000000
716,141,3,True,True,True,18,18500000000
717,190,3,True,True,True,1,38000000000
718,300,3,False,False,False,33,115000000000
719,300,2,False,False,False,30,115500000000
720,114,2,True,True,True,1,21090000000
721,85,2,True,True,True,10,14000000000
722,220,3,True,True,True,1,66000000000
723,83,2,True,True,True,14,12700000000
724,85,2,True,True,True,15,12700000000
725,153,3,True,True,True,20,21000000000
726,130,3,True,True,True,7,19000000000
727,128,3,True,True,True,5,19000000000
728,154,3,True,True,True,15,21000000000
729,126,3,True,True,True,7,19000000000
730,125,3,True,True,True,6,19000000000
731,220,3,True,True,True,13,28000000000
732,195,3,True,True,True,15,32000000000
