,Meterage,Rooms,Parkings,Storage rooms,Elevator,Year,Price
335,78,2,True,True,True,13,9600000000
336,75,2,True,True,True,6,10000000000
337,60,2,True,True,True,16,6500000000
338,71,2,True,True,True,20,7350000000
339,80,2,True,True,True,11,8200000000
340,57,1,True,True,True,20,5300000000
341,183,3,True,True,True,1,43700000000
342,101,3,True,True,True,3,12350000000
343,67,1,True,True,True,1,8000000000
344,105,2,True,True,True,2,11000000000
345,152,3,True,True,True,1,17000000000
346,150,3,True,True,True,9,16000000000
347,110,2,True,True,True,1,14000000000
348,115,2,True,True,True,13,12500000000
349,125,3,True,True,True,9,14000000000
350,145,3,True,True,True,3,16000000000
351,85,2,True,True,True,16,7500000000
352,133,3,True,True,True,1,15000000000
353,101,2,True,True,True,2,12500000000
354,102,2,True,True,True,7,12400000000
355,126,3,True,True,True,8,14800000000
356,127,3,True,True,True,8,13400000000
357,110,2,True,True,True,10,10400000000
358,124,3,True,True,True,11,14200000000
359,106,2,True,True,True,8,11000000000
360,140,3,True,True,True,1,17000000000
361,120,2,True,True,True,7,13000000000
362,145,3,True,True,True,6,16000000000
363,80,2,True,True,True,9,9500000000
364,92,2,True,True,True,9,10500000000
365,107,2,True,True,True,1,11500000000
366,122,2,True,True,True,3,14000000000
367,115,2,True,True,True,1,12000000000
368,72,2,True,True,True,7,8000000000
369,135,3,True,True,True,1,13700000000
370,120,3,True,True,True,2,14500000000
371,105,2,True,True,True,10,11200000000
372,102,2,True,True,True,7,12400000000
373,95,2,True,True,True,3,9000000000
374,106,2,True,True,True,5,9100000000
375,145,3,True,True,True,5,15200000000
376,75,2,True,True,True,8,7500000000
377,116,2,True,True,True,1,13250000000
378,109,2,True,True,True,11,11800000000
379,94,2,True,True,True,3,9400000000
380,116,2,True,True,True,14,13450000000
381,108,2,True,True,True,1,12800000000
382,68,1,True,True,True,1,8100000000
383,150,3,True,True,True,3,13000000000
384,135,3,True,True,True,6,13000000000
385,94,2,True,True,True,10,10500000000
386,100,2,True,True,True,4,9200000000
387,80,2,True,True,True,13,7800000000
388,100,2,True,True,True,11,9800000000
389,65,2,True,True,True,12,6000000000
390,114,2,True,True,True,13,9000000000
391,95,2,True,True,True,10,9500000000
392,105,2,True,True,True,13,9000000000
393,100,2,True,True,True,12,9800000000
394,93,2,True,True,True,8,8500000000
395,90,2,True,True,True,12,8000000000
396,82,2,True,True,True,10,7500000000
397,100,2,True,True,True,11,10860000000
398,91,2,True,True,True,1,13195000000
399,92,2,True,True,True,1,12420000000
400,90,2,True,True,True,16,12150000000
401,75,2,True,True,True,20,7500000000
402,68,1,True,True,True,1,9520000000
403,100,2,True,True,True,2,11800000000
404,100,2,True,True,True,17,11300000000
405,90,2,True,True,True,15,10500000000
406,95,2,True,True,True,7,10500000000
407,102,2,True,True,True,3,17000000000
408,102,2,True,True,True,4,13000000000
409,95,2,True,True,True,7,9500000000
410,107,2,True,True,True,7,13500000000
411,90,2,True,True,True,10,10000000000
412,77,2,True,True,True,7,9500000000
413,196,0,True,False,True,1,68600000000
414,100,2,True,True,True,1,15100000000
415,60,2,True,True,True,1,7200000000
416,69,0,True,False,True,1,22080000000
417,120,3,True,True,True,9,14500000000
418,71,2,True,True,True,19,7350000000
419,80,2,True,True,True,1,12000000000
420,90,2,True,True,True,7,13300000000
421,112,2,True,True,True,4,13700000000
422,92,2,True,True,True,6,13000000000
423,116,3,True,True,True,1,19000000000
424,58,2,True,True,True,13,6250000000
425,65,1,True,True,False,14,8900000000
426,55,2,True,True,True,20,5550000000
427,79,2,False,True,False,17,6350000000
428,64,2,True,True,True,19,6590000000
429,80,2,True,True,False,16,8000000000
430,75,2,True,True,True,13,9350000000
431,47,1,True,True,True,1,7650000000
432,84,2,True,True,False,20,7550000000
433,97,2,True,True,False,20,10000000000
434,62,2,True,True,False,14,6000000000
435,75,2,True,True,True,16,6000000000
436,58,1,True,True,False,13,4400000000
437,83,2,True,True,True,18,6900000000
438,75,2,True,True,False,13,4700000000
439,60,1,True,True,False,14,4500000000
440,70,2,True,True,False,13,4700000000
441,50,1,False,True,False,14,4180000000
442,78,2,True,True,False,15,4700000000
443,70,2,True,True,True,61,4300000000
444,80,2,True,True,False,14,4700000000
445,78,2,False,True,False,15,4700000000
446,75,2,True,True,True,60,4500000000
447,78,2,False,True,False,16,4700000000
448,50,1,True,True,False,15,4150000000
449,80,2,True,True,False,14,5600000000
450,70,2,True,True,False,14,4750000000
451,58,2,True,True,False,15,4200000000
452,73,2,True,True,False,15,5400000000
453,67,2,False,True,False,14,5400000000
454,65,2,True,True,False,12,5100000000
455,60,2,False,True,False,10,5300000000
456,58,2,True,True,True,84,4900000000
457,70,2,True,True,True,12,6450000000
458,80,2,True,True,False,12,8600000000
459,97,2,True,True,True,8,9200000000
460,95,2,True,True,True,8,10900000000
461,85,2,True,True,True,18,12620000000
462,80,2,True,True,True,15,8000000000
463,92,2,True,True,True,9,11500000000
464,90,2,True,True,True,18,12300000000
465,75,2,True,True,True,9,7500000000
466,147,2,True,True,True,5,17100000000
467,72,2,True,True,True,18,9600000000
468,73,2,True,True,True,18,6100000000
469,95,2,True,True,True,6,9000000000
470,67,2,True,True,True,1,8900000000
471,67,2,True,True,False,20,6000000000
472,82,2,True,True,True,2,13100000000
473,78,2,True,True,True,7,8200000000
474,78,2,True,True,True,1,17400000000
475,104,2,True,True,True,5,20200000000
476,99,2,True,True,True,2,15700000000
477,92,2,True,True,True,3,14500000000
478,105,2,True,True,True,16,13500000000
479,103,2,True,True,True,14,11500000000
480,73,2,True,True,True,16,7950000000
481,181,3,True,True,True,1,25340000000
482,53,1,True,True,True,18,9400000000
483,54,1,True,True,True,1,8100000000
484,46,1,True,True,True,15,7100000000
485,67,1,True,True,True,1,9715000000
486,59,1,True,True,False,18,7200000000
487,64,2,True,True,True,3,8500000000
488,54,1,True,True,True,18,9400000000
489,74,2,True,True,True,10,8950000000
490,57,1,True,True,True,1,8500000000
491,80,2,True,True,True,1,11600000000
492,67,1,True,True,True,1,10500000000
493,130,3,True,True,True,5,15000000000
494,120,2,True,True,True,4,15000000000
495,107,2,True,True,True,8,12000000000
496,122,2,True,True,True,1,14780000000
497,105,2,True,True,True,1,12900000000
498,45,1,False,True,False,9,4900000000
499,64,1,True,True,True,1,9600000000
500,98,2,True,True,True,3,9500000000
501,118,2,True,True,True,3,12800000000
502,118,2,True,True,True,1,13000000000
503,100,2,True,True,True,5,12500000000
504,140,3,True,True,True,1,19000000000
505,66,2,True,True,True,13,9600000000
506,92,2,True,True,True,7,9120000000
507,80,2,True,True,True,9,8390000000
508,70,2,True,True,True,18,6450000000
509,84,2,True,True,True,15,9000000000
510,64,2,True,True,True,5,9100000000
511,135,3,True,True,True,1,17550000000
512,80,2,True,True,True,15,9800000000
513,45,1,True,True,True,7,6000000000
514,130,3,True,True,True,5,13000000000
515,67,2,True,True,True,21,7000000000
516,50,1,True,True,True,21,5249000000
517,50,1,False,False,False,23,4400000000
518,90,2,True,True,True,11,9000000000
519,75,2,True,True,True,18,7850000000
520,65,1,True,True,False,20,5980000000
521,100,2,True,True,True,1,14000000000
522,90,2,True,True,True,3,9100000000
523,110,2,True,True,True,15,10000000000
524,81,2,True,True,True,3,8800000000
525,85,2,True,True,True,13,7800000000
526,80,2,True,True,True,10,8500000000
527,78,2,True,True,True,11,8350000000
528,120,2,True,True,True,3,10800000000
529,78,2,True,True,True,16,7000000000
530,70,2,True,True,True,1,8600000000
531,60,2,True,True,True,11,6000000000
532,65,2,True,True,True,13,6600000000
533,110,3,True,True,True,2,7000000000
534,65,1,True,True,True,16,6300000000
535,71,2,True,True,True,2,6000000000
536,70,2,True,True,True,8,7000000000
537,75,2,True,True,True,17,7500000000
538,95,2,True,True,True,7,8000000000
539,92,2,True,True,True,1,12420000000
540,95,2,True,True,True,17,10380000000
541,71,2,True,True,False,19,7350000000
542,90,2,True,True,True,6,7200000000
543,74,2,True,True,True,13,6000000000
544,73,2,False,True,False,20,4600000000
545,130,3,True,True,True,1,15600000000
546,132,3,True,True,True,1,22500000000
547,95,2,True,True,True,1,14350000000
548,100,2,True,True,True,1,15500000000
549,58,1,True,True,True,1,8700000000
550,85,2,True,True,True,1,12700000000
551,72,2,True,True,False,21,6200000000
552,77,2,True,True,True,17,8700000000
553,67,2,True,True,True,15,6700000000
554,79,2,True,True,True,21,8000000000
555,60,1,True,True,False,23,5500000000
556,72,2,True,True,False,23,6300000000
557,52,1,False,True,False,22,5500000000
558,70,2,True,True,True,10,7200000000
559,66,2,True,True,False,23,6600000000
560,64,2,True,True,False,22,6200000000
561,55,1,False,True,True,11,5600000000
562,70,2,True,True,False,19,7200000000
563,70,2,True,True,False,23,5850000000
564,75,2,False,True,False,20,6700000000
565,70,2,True,True,False,23,7200000000
566,63,1,True,True,True,13,6700000000
567,50,2,True,True,False,23,6600000000
568,70,2,True,True,True,22,7100000000
569,70,2,True,True,False,18,6300000000
570,70,2,True,True,False,21,7500000000
571,60,1,True,True,False,23,5500000000
572,55,1,True,True,True,23,6500000000
573,60,1,True,True,True,23,5500000000
574,63,2,True,True,True,23,7100000000
575,50,1,True,True,True,13,6300000000
576,75,2,True,True,False,23,7200000000
577,60,1,True,True,True,22,5600000000
578,60,1,True,True,True,23,6600000000
579,82,2,True,True,True,21,8500000000
580,80,2,True,True,True,1,3180000000
581,69,2,True,True,True,18,8500000000
582,106,2,True,True,True,5,10900000000
583,110,2,True,True,True,11,10200000000
584,44,1,True,True,True,18,5500000000
585,75,2,True,True,True,15,7900000000
586,72,2,True,True,False,21,8850000000
587,87,2,True,True,True,15,8300000000
588,75,2,True,True,True,10,7200000000
589,70,2,True,True,True,3,6400000000
590,100,2,True,True,True,1,18000000000
591,64,2,True,True,True,3,6000000000
592,75,2,True,True,True,3,6400000000
593,64,2,True,True,True,2,6400000000
594,120,2,True,True,True,1,19635000000
595,59,1,True,True,True,17,6200000000
596,76,1,True,True,True,1,11400000000
597,67,1,True,True,True,1,9700000000
598,170,3,True,True,True,1,30600000000
599,100,2,True,True,True,14,10500000000
600,100,2,True,True,True,7,12200000000
601,72,2,True,True,True,10,8800000000
602,75,2,True,True,True,10,8300000000
603,100,2,True,True,True,8,12000000000
604,130,3,True,True,True,1,16900000000
605,83,2,True,True,True,9,10300000000
606,100,2,True,True,False,19,8000000000
607,72,2,True,True,True,3,5300000000
608,85,2,True,True,True,1,11900000000
609,100,2,True,True,True,1,18000000000
610,70,2,True,True,True,21,6500000000
611,75,2,True,True,True,11,7500000000
612,73,2,True,True,True,21,7200000000
613,75,2,True,True,True,2,6700000000
614,93,2,True,True,True,6,11500000000
615,55,1,True,True,True,18,6000000000
616,84,2,True,True,True,18,9800000000
617,70,2,True,True,True,18,7250000000
618,95,2,True,True,True,13,12200000000
619,98,2,True,True,True,18,13500000000
620,85,2,True,True,True,7,9800000000
621,92,2,True,True,True,7,13000000000
622,117,3,True,True,True,1,12000000000
623,100,2,True,True,True,18,10200000000
624,80,2,True,True,True,5,10000000000
625,78,2,True,True,True,13,9000000000
626,85,2,True,True,False,23,10300000000
627,108,2,True,True,True,8,10650000000
628,75,2,True,True,True,8,9750000000
629,91,2,True,True,True,9,13300000000
630,100,2,True,True,True,19,8000000000
631,70,2,True,True,True,19,7350000000
632,95,2,True,True,True,8,9000000000
633,113,2,True,True,True,10,10000000000
634,96,2,True,True,True,12,9000000000
635,77,2,True,True,True,11,8000000000
636,120,2,True,True,True,6,10000000000
637,58,1,True,True,True,14,6500000000
638,54,1,True,True,True,1,7200000000
639,61,1,True,True,False,14,8200000000
640,117,2,True,True,True,1,24500000000
641,120,2,True,True,True,13,11400000000
642,67,2,True,True,True,17,6600000000
643,82,2,True,True,True,18,8150000000
644,75,2,True,True,False,19,7200000000
645,68,2,True,True,False,18,6450000000
646,138,3,True,True,True,1,28000000000
647,290,4,True,True,True,1,59000000000
648,107,3,True,True,True,1,19795000000
649,150,3,True,True,True,1,20100000000
650,105,2,True,True,True,3,12500000000
651,84,2,True,True,True,2,16800000000
652,100,2,True,True,False,20,6800000000
653,90,2,True,True,True,12,10500000000
654,63,2,True,True,False,13,5900000000
655,68,2,True,True,True,2,13500000000
656,70,2,True,True,False,20,7280000000
657,90,2,True,True,False,25,6300000000
658,58,1,True,True,True,88,5150000000
659,71,2,True,True,True,14,7300000000
660,68,2,True,True,True,88,6000000000
661,68,2,True,True,False,16,5400000000
662,68,2,True,True,False,13,4700000000
663,73,2,True,True,False,15,5400000000
664,60,1,True,True,True,85,5100000000
665,75,2,True,True,True,13,6400000000
666,70,2,True,True,True,96,6750000000
667,59,1,False,True,False,14,5300000000
668,60,1,True,True,False,13,5450000000
669,67,1,True,True,False,14,6250000000
670,94,2,True,True,False,19,9400000000
671,68,2,True,True,True,3,13500000000
672,69,2,True,True,True,18,8500000000
673,59,2,False,True,False,15,4400000000
674,54,1,False,True,False,20,5250000000
675,88,2,True,True,False,22,7800000000
676,75,2,True,True,True,11,10000000000
677,85,2,True,True,False,20,6500000000
678,70,1,True,True,False,21,6200000000
679,55,1,True,True,False,13,5200000000
680,67,2,True,True,False,21,6300000000
681,68,2,True,True,False,20,5800000000
682,96,2,True,True,False,19,9400000000
683,70,2,True,True,False,21,5750000000
684,84,2,True,True,False,20,6350000000
685,78,2,True,True,True,13,8600000000
686,85,2,True,True,True,14,8700000000
687,75,2,True,True,False,20,7300000000
688,63,1,True,True,False,13,6850000000
689,78,2,True,True,True,14,9100000000
690,60,1,True,True,False,12,5450000000
691,65,2,True,True,True,81,5300000000
692,115,2,True,True,True,1,8000000000
693,57,1,True,True,True,1,7200000000
694,75,2,True,True,True,3,8450000000
695,100,2,True,True,True,1,11000000000
696,90,2,True,True,True,1,10000000000
697,190,3,True,True,True,1,22800000000
698,94,2,True,True,True,13,16000000000
699,110,2,True,True,True,1,14000000000
700,65,2,True,True,True,5,7200000000
701,84,2,True,True,True,3,12830000000
702,135,3,True,True,True,5,14500000000
703,72,2,True,True,True,3,7600000000
704,68,2,True,True,True,18,6600000000
705,82,2,True,True,True,8,8300000000
706,78,2,True,True,True,16,8330000000
707,78,2,True,True,True,15,8560000000
708,110,2,True,True,False,14,15500000000
709,231,2,True,True,True,30,57000000000
710,57,1,True,True,True,17,5400000000
711,104,2,True,True,True,4,20200000000
712,114,2,True,True,True,2,12000000000
713,92,2,True,True,True,1,14500000000
714,70,2,True,True,False,23,5630000000
715,86,1,True,True,True,5,11800000000
716,54,1,True,True,True,1,7100000000
717,100,4,True,True,True,1,15000000000
718,70,2,True,True,True,1,11200000000
719,60,1,True,True,True,1,9600000000
720,135,3,True,True,True,7,17000000000
721,146,3,True,True,True,10,14600000000
722,55,1,True,True,False,13,5200000000
723,87,2,True,True,True,8,8000000000
724,85,2,True,True,True,11,8500000000
725,88,2,True,True,True,13,7500000000
726,92,2,True,True,True,6,8500000000
727,105,2,True,True,True,9,10000000000
728,118,2,True,True,True,9,9000000000
729,120,2,True,True,True,8,10000000000
730,98,2,True,True,True,11,9800000000
731,97,2,True,True,True,10,9000000000
732,107,2,True,True,True,4,8700000000
